United States,Vancouver,,,,,,
United States,Everett,,,,,,
United States,Lynwood,,,,,,
United States,Los Angeles,,,,,,
United States,San Diego,,,,,,
United States,San Francisco,,,,,,
United States,Ventura Country,,,,,,
United States,Orange County,,,,,,
United States,Oakland,,,,,,
United States,Berkeley,,,,,,
United States,Walnut,,,,,,
United States,Burbank,,,,,,
United States,Manhattan Beach,,,,,,
United States,Palo Alto,,,,,,
United States,Mountain View,,,,,,
United States,Novato,,,,,,
United States,Newark,,,,,,
United States,Santa Clarita,,,,,,
United States,Santa Monica,,,,,,
United States,Las Vegas ,,,,,,
United States,Reno,,,,,,
United States,Washington DC ,,,,,,
United States,Benton Harbour,,,,,,
United States,Port Huron,,,,,,
United States,Marquette,,,,,,
United States,Mt Pleasant,,,,,,
United States,Roseburg,,,,,,
United States,Gresham,,,,,,
United States,Newport,,,,,,
United States,Milwaukie,,,,,,
United States,hood River,,,,,,
United States,Philadelphia,,,,,,
United States,Pittsburg,,,,,,
United States,Johnstown,,,,,,
United States,Lancaster,,,,,,
United States,Delaware,,,,,,
United States,Main Line,,,,,,
United States,Atlanta,,,,,,
United States,Albany,,,,,,
United States,Dalton,,,,,,
United States,Athens,,,,,,
United States,Savannah,,,,,,
United States,Columbus,,,,,,
United States,Brunswick,,,,,,
United States,Carrollton,,,,,,
United States,Rome,,,,,,
United States,Statesboro,,,,,,
United States,Lagrange,,,,,,
United States,Boston,,,,,,
United States,Cape Cod,,,,,,
United States,New Bedford,,,,,,
United States,Metheun,,,,,,
United States,Lawrence,,,,,,
United States,Haverhill,,,,,,
United States,Worcester,,,,,,
United States,Lowell,,,,,,
United States,Pittsfield,,,,,,
United States,Fitchburg,,,,,,
United States,Northampton,,,,,,
United States,Springfield,,,,,,
United States,New Orleans,,,,,,
United States,Monroe,,,,,,
United States,Lake Charles,,,,,,
United States,Hammond,,,,,,
United States,Alexandria,,,,,,
United States,Miami,,,,,,
United States,Panama,,,,,,
United States,Orlando,,,,,,
United States,Tampa Bay,,,,,,
United States,Florida Keys,,,,,,
United States,Jacksonville,,,,,,
United States,Melbourne,,,,,,
United States,Destin,,,,,,
United States,Venice,,,,,,
United States,Port Charlotte,,,,,,
United States,Brooksville,,,,,,
United States,Chicago,,,,,,
United States,Quincy,,,,,,
United States,Bloomington,,,,,,
United States,Crystal Lake,,,,,,
United States,Alton,,,,,,
United States,Ottawa,,,,,,
United States,Belleville,,,,,,
United States,Peru,,,,,,
United States,Peoria,,,,,,
United States,Galesburg,,,,,,
United States,Moline,,,,,,
United States,Danville,,,,,,
United States,Phoenix,,,,,,
United States,Tempe,,,,,,
United States,Mesa,,,,,,
United States,Chandler,,,,,,
United States,Yuma,,,,,,
United States,Tucson,,,,,,
United States,Gilbert,,,,,,
United States,Flagstaff,,,,,,
United States,Surprise,,,,,,
United States,Charlotte,,,,,,
United States,Asheville,,,,,,
United States,Wilson,,,,,,
United States,Greenville,,,,,,
United States,Boone,,,,,,
United States,Hickory,,,,,,
United States,Shelby,,,,,,
United States,New Bern,,,,,,
United States,Rocky Mountain,,,,,,
United States,Sanford,,,,,,
United States,COLORADO  Springs,,,,,,
United States,Denver,,,,,,
United States,Vail,,,,,,
United States,Pueblo,,,,,,
United States,Steamboat,,,,,,
United States,Aspen,,,,,,
United States,Durango,,,,,,
United States,Anchorage,,,,,,
United States,Fairbanks,,,,,,
United States,Juneau,,,,,,
United States,Birmingham,,,,,,
United States,Dothan,,,,,,
United States,Huntsville,,,,,,
United States,Mobile Bay,,,,,,
United States,Montgomery,,,,,,
United States,Florence,,,,,,
United States,Cullman,,,,,,
United States,Auburn,,,,,,
United States,Little Rocks,,,,,,
United States,Fort Smith,,,,,,
United States,Northwest Arkansas,,,,,,
United States,Hot Spring,,,,,,
United States,Russellville,,,,,,
United States,Pine Buff,,,,,,
United States,Jonesboro,,,,,,
United States,Hartford,,,,,,
United States,New Haven,,,,,,
United States,Fairfield,,,,,,
United States,Torrington,,,,,,
United States,New London,,,,,,
United States,Groton,,,,,,
United States,Wilmington,,,,,,
United States,Rehoboth,,,,,,
United States,Dover,,,,,,
United States,Hawaii,,,,,,
United States,Des Moines,,,,,,
United States,Davenport,,,,,,
United States,Sioux City,,,,,,
United States,Iowa City,,,,,,
United States,Waterloo,,,,,,
United States,Dubuque,,,,,,
United States,Mason ,,,,,,
United States,Boise,,,,,,
United States,Pocatello,,,,,,
United States,Twin Falls,,,,,,
United States,Idaho Falls,,,,,,
United States,Fort  Wayne,,,,,,
United States,Crown Point,,,,,,
United States,Richmond,,,,,,
United States,Michigan City,,,,,,
United States,Gary,,,,,,
United States,Indianapolis,,,,,,
United States,Kansas City,,,,,,
United States,Lawrence,,,,,,
United States,Salina,,,,,,
United States,Manhattan,,,,,,
United States,Wichita,,,,,,
United States,Topeka,,,,,,
United States,Hutchinson,,,,,,
United States,Lexington,,,,,,
United States,louisville,,,,,,
United States,Paducah,,,,,,
United States,Bowling Green,,,,,,
United States,Owensboro,,,,,,
United States,Ashland,,,,,,
United States,Somerset,,,,,,
United States,Ocean City,,,,,,
United States,Baltimore,,,,,,
United States,Frederick,,,,,,
United States,Cumberland,,,,,,
United States,Hagerstown,,,,,,
United States,Salisbury,,,,,,
United States,Montgomery,,,,,,
United States,Prince George’s County,,,,,,
United States,Hartford,,,,,,
United States,Portland,,,,,,
United States,Waterville,,,,,,
United States,Mount Dessert Island,,,,,,
United States,Bangor,,,,,,
United States,Augusta,,,,,,
United States,Twin Cities,,,,,,
United States,Mankato,,,,,,
United States,Rochester,,,,,,
United States,Duluth,,,,,,
United States,Brainerd,,,,,,
United States,Joplin,,,,,,
United States,Kansas City,,,,,,
United States,St. Louis,,,,,,
United States,Springfield,,,,,,
United States,Independence,,,,,,
United States,Columbia,,,,,,
United States,St. Joseph,,,,,,
United States,Branson,,,,,,
United States,Sedalia,,,,,,
United States,Osage Beach,,,,,,
United States,Farmington,,,,,,
United States,Cape Girardeau,,,,,,
United States,Tupelo,,,,,,
United States,Jackson,,,,,,
United States,Gulfport,,,,,,
United States,Hattiesburg,,,,,,
United States,Vicksburg,,,,,,
United States,Starkville,,,,,,
United States,Oxford,,,,,,
United States,Meridian,,,,,,
United States,Columbus,,,,,,
United States,Great Falls,,,,,,
United States,Billings,,,,,,
United States,Bozeman,,,,,,
United States,Missoula,,,,,,
United States,Helena,,,,,,
United States,Butte,,,,,,
United States,Kalispell,,,,,,
United States,Grand Forks,,,,,,
United States,Fargo,,,,,,
United States,Minot,,,,,,
United States,Bismarck,,,,,,
United States,Lincoln,,,,,,
United States,Omaha,,,,,,
United States,Kearney,,,,,,
United States,Grand Island,,,,,,
United States,Manchester,,,,,,
United States,Hampton,,,,,,
United States,Portsmouth,,,,,,
United States,Las Cruces,,,,,,
United States,Albuquerque,,,,,,
United States,Santa Fe,,,,,,
United States,Taos,,,,,,
United States,Gallup,,,,,,
United States,Clovis,,,,,,
United States,Dayton,,,,,,
United States,Youngstown,,,,,,
United States,Mansfield,,,,,,
United States,Canton,,,,,,
United States,Cincinnati,,,,,,
United States,Cleveland,,,,,,
United States,Lima,,,,,,
United States,Toledo,,,,,,
United States,Zanesville,,,,,,
United States,Huron,,,,,,
United States,Marion,,,,,,
United States,Findlay,,,,,,
United States,Chillicothe,,,,,,
United States,Tulsa,,,,,,
United States,Oklahoma City,,,,,,
United States,Lawton,,,,,,
United States,Enid,,,,,,
United States,Bartlesville,,,,,,
United States,Stillwater,,,,,,
United States,Muskogee,,,,,,
United States,Providence,,,,,,
United States,Columbia,,,,,,
United States,Charleston,,,,,,
United States,North Charleston,,,,,,
United States,Sioux Falls,,,,,,
United States,Memphis,,,,,,
United States,Nashville,,,,,,
United States,Knoxville,,,,,,
United States,Chattanooga,,,,,,
United States,Clarksville,,,,,,
United States,Murfreesboro,,,,,,
United States,Salt Lake City,,,,,,
United States,West Valley City,,,,,,
United States,Provo,,,,,,
United States,West Jordan,,,,,,
United States,Virginia Beach,,,,,,
United States,Norfolk,,,,,,
United States,Chesapeake,,,,,,
United States,Richmond,,,,,,
United States,Newport News,,,,,,
United States,Alexandria,,,,,,
United States,Hampton,,,,,,
United States,Milwaukee,,,,,,
United States,Madison,,,,,,
United States,Green Bay,,,,,,
United States,Kenosha,,,,,,
United States,Newark,,,,,,
United States,Jersey City,,,,,,
United States,Paterson,,,,,,
United States,Elizabeth,,,,,,
United States,Rutland,,,,,,
United States,Burlington,,,,,,
Italy,Rome,,,,,,
Italy,Milan,,,,,,
Czech Republic,Prague,,,,,,
Czech Republic,Brno,,,,,,
Czech Republic,Beroun,,,,,,
Czech Republic,České Budějovice,,,,,,
Czech Republic,Staré Město,,,,,,
Czech Republic,Frýdek-Místek,,,,,,
Czech Republic,Havířov,,,,,,
Czech Republic,Hradec Králové,,,,,,
Czech Republic,Karlovy Vary,,,,,,
Czech Republic,Kladno,,,,,,
Czech Republic,Kolín,,,,,,
Czech Republic,Liberec,,,,,,
Czech Republic,Litoměřice,,,,,,
Czech Republic,Mělník,,,,,,
Czech Republic,Mladá Boleslav,,,,,,
Czech Republic,Nový Jičín,,,,,,
Czech Republic,Olomouc,,,,,,
Czech Republic,Ostrava,,,,,,
Czech Republic,Pardubice,,,,,,
Czech Republic,Plzeň,,,,,,
Czech Republic,Poděbrady,,,,,,
Czech Republic,KolíTeplice,,,,,,
Czech Republic,Třinec,,,,,,
Czech Republic,Ústí nad Labemn,,,,,,
Brasil,Brasilia,,,,,,
Brasil,Rio de Janeiro,,,,,,
Brasil,Salvador,,,,,,
Brasil,Porto Alegre,,,,,,
Brasil,Sāo Paulo,,,,,,
Chile,Santiago ,,,,,,
Indonesia,Jakarta,,,,,,
Indonesia,Bali,,,,,,
Indonesia,Bandung,,,,,,
Ireland,Arbour Hill,,,,,,
Ireland,Artane,,,,,,
Ireland,Bray,,,,,,
Ireland,Greystones,,,,,,
Ireland,Wicklow Town,,,,,,
Ireland,Arklow,,,,,,
Ireland,Wicklow County,,,,,,
Lebanon,Beirut,,,,,,
Malaysia,Kuala Lumpur,,,,,,
Malaysia,Selangor,,,,,,
